"id","type_id","project_id","subject","description","due_date","category_id","status_id","assigned_to_id","priority_id","version_id","author_id","lock_version","done_ratio","estimated_hours","created_at","updated_at","start_date","responsible_id","budget_id","position","story_points","remaining_hours","derived_estimated_hours","schedule_manually","parent_id","duration","ignore_non_working_days"
"50","8","3","REC.4) Implementar as diretrizes institucionais da extensão de forma abrangente, realizando ações, projetos e programas de extensão tecnológica e de extensão social.","**Metas:**

*   Realizar, em parceria com a DIRGRAD, pelo menos 2 reuniões departamentais para divulgar os procedimentos para implementação da curricularização da extensão em todos os cursos.
*   Incentivar o registro de pelo menos 2 projetos de extensão por curso.
*   Incentivar o registro de pelo menos 2 programas de extensão.
*   Estruturar um grupo de trabalho responsável pela organização no campus das Operações do Projeto Rondon com a participação de pelo menos um docente de cada Núcleo de Extensão.",NULL,"5","7",NULL,"8",NULL,"5",6,32,NULL,"2022-10-20 16:21:28.918116-03","2022-10-21 11:10:52.668218-03",NULL,NULL,NULL,1,NULL,NULL,NULL,False,NULL,NULL,False
"95","9","3","Elaborar plano de investimento para aplicação dos recursos financeiros.","**Indicadores:**

*   Plano de investimentos concluído.

**Fonte de informação:**

*   Documento do Plano de Investimentos.

**Responsável:**

*   DIRPLAD.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"6","13",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 11:25:27.396134-03","2022-10-24 10:00:14.083115-03",NULL,"10",NULL,1,NULL,NULL,NULL,False,"53",NULL,False
"99","9","3","Aprovar, via Conselho de Campus, a destinação dos recursos de investimento, se houver.","**Indicadores:**

*   Processo tramitado no Conselho de Campus.

**Fonte de informação:**

*   Ata do Conselho de Campus.

**Responsável:**

*   DIRPLAD.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"6","7",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 11:31:11.247616-03","2022-10-24 10:00:53.781173-03",NULL,"10",NULL,1,NULL,NULL,NULL,False,"54",NULL,False
"100","9","3","Adquirir, considerando a disponibilidade orçamentária, materiais permanentes e equipamentos priorizados.","**Indicadores:**

*   Número de equipamentos efetivamente adquiridos.

**Fonte de informação:**

*   Processos no SEI.

**Responsável:**

*   DIRPLAD.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"6","13",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 11:31:25.624655-03","2022-10-24 10:00:58.63688-03",NULL,"10",NULL,1,NULL,NULL,NULL,False,"54",NULL,False
"102","9","3","Avaliar semestralmente a percepção das chefias das diretorias de área fim em relação às atividades realizadas com a DIRPLAD.","**Indicadores:**

*   Processo de avaliação definido.
*   Número de processos de avaliação realizados.

**Fonte de informação:**

*   Processos SEI.

**Responsável:**

*   DIRPLAD.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"7","7",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 11:37:42.554634-03","2022-10-24 11:03:07.393297-03",NULL,"10",NULL,1,NULL,NULL,NULL,False,"56",NULL,False
"103","9","3","Conscientizar chefias e seus pares sobre a utilização dos recursos financeiros dentro da legislação vigente.","**Indicadores:**

*   Número de ações de conscientização realizadas.
*   Números de servidores atendidos.

**Fonte de informação:**

*   Registro de ações de conscientização.

**Responsável:**

*   DIRPLAD.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"7","7",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 11:37:58.463523-03","2022-10-24 11:03:12.225865-03",NULL,"10",NULL,1,NULL,NULL,NULL,False,"56",NULL,False
"136","9","3","Adotar uma plataforma virtual (website) para a divulgação das atividades de extensão existentes na instituição.","**Indicadores:**

*   Percentual de implementação da plataforma.

**Fonte de informação:**

*   Link da plataforma.

**Responsável:**

*   Assessoria de Extensão.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"3","13",NULL,"8",NULL,"5",4,0,NULL,"2022-10-21 17:09:46.994492-03","2022-10-24 09:48:19.597451-03",NULL,"15",NULL,1,NULL,NULL,NULL,False,"42",NULL,False
"87","9","3","Elaborar projeto construtivo visando reformas/ampliações dos ambientes de convivência e estudos existentes, envolvendo a Comissão de Infraestrutura.","**Indicadores:**

*   Número de projetos concluídos.

**Fonte de informação:**

*   Documentos do projeto.

**Responsável:**

*   DEPRO.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"6","7",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 11:12:33.522792-03","2022-10-24 09:59:10.42598-03",NULL,"23",NULL,1,NULL,NULL,NULL,False,"51",NULL,False
"137","9","3","Criar uma plataforma com as expertises de cada docente do campus.","**Indicadores:**

*   Percentual de implementação da plataforma.

**Fonte de informação:**

*   Link da plataforma.

**Responsável:**

*   Assessorias de Ensino, Pesquisa e Extensão.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"3","7",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 17:09:58.214815-03","2022-10-24 09:48:25.159837-03",NULL,"15",NULL,1,NULL,NULL,NULL,False,"42",NULL,False
"97","9","3","Oportunizar às áreas, via cronograma de compras, a solicitação de equipamentos e materiais permanentes para atendimento das necessidades prioritárias. Organizada em ordem de prioridade.","**Indicadores:**

*   Número de equipamentos solicitados.

**Fonte de informação:**

*   Planilhas de solicitação.

**Responsável:**

*   DIRPLAD.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"6","7",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 11:30:39.142675-03","2022-10-24 10:00:32.045678-03",NULL,"10",NULL,1,NULL,NULL,NULL,False,"54",NULL,False
"98","9","3","Definir, em conjunto com as áreas e com base nas solicitações via cronograma de compras, as prioridades das aquisições.","**Indicadores:**

*   Número de solicitações priorizadas.

**Fonte de informação:**

*   Documento com as prioridades.

**Responsável:**

*   DIRPLAD.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"6","7",NULL,"8",NULL,"5",5,0,NULL,"2022-10-21 11:30:55.399354-03","2022-10-24 10:00:38.202242-03",NULL,"10",NULL,1,NULL,NULL,NULL,False,"54",NULL,False
